name,year_of_birth,year_of_death,place_of_birth,gender,other_names,ddd,ddd,last_name,first_name,,
Bernardini,1730,1799,Italy,Male,Bernardini Marcello Marcello da Capua,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Bernardini', 1730, 1799, 'Italy', 'Male', 'Bernardini Marcello Marcello da Capua')",#VALUE!,Bernardini,Marcello,,"Bernardini, Marcello"
Bernstein,1918,1990,United States of America,Male,Bernstein Leonard,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Bernstein', 1918, 1990, 'United States of America', 'Male', 'Bernstein Leonard')",#VALUE!,Bernstein,Leonard,,"Bernstein, Leonard"
Bersa,1873,1934,Croatia,Male,Bersa Blagoje,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Bersa', 1873, 1934, 'Croatia', 'Male', 'Bersa Blagoje')",#VALUE!,Bersa,Blagoje,,"Bersa, Blagoje"
Bertelli,1980,,Italy,Male,Bertelli,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Bertelli', 1980, 'Italy', 'Male', 'Bertelli')",#VALUE!,Bertelli,,,"Bertelli, "
Bertelsmeier,1981,,Germany,Female,Bertelsmeier,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Bertelsmeier', 1981, 'Germany', 'Female', 'Bertelsmeier')",#VALUE!,Bertelsmeier,,,"Bertelsmeier, "
Bertoni,1725,1813,Italy,Male,Bertoni Ferdinando Gioseffo ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Bertoni', 1725, 1813, 'Italy', 'Male', 'Bertoni Ferdinando Gioseffo ')",#VALUE!,Bertoni,Ferdinando,Gioseffo,"Bertoni, Ferdinando Gioseffo"
Besancon,1979,,Switzerland,Male,Besancon,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Besancon', 1979, 'Switzerland', 'Male', 'Besancon')",#VALUE!,Besancon,,,"Besancon, "
Betta,1964,,Italy,Male,Betta,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Betta', 1964, 'Italy', 'Male', 'Betta')",#VALUE!,Betta,,,"Betta, "
Bianchi,1975,,Italy,Male,Bianchi Antonio,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Bianchi', 1975, 'Italy', 'Male', 'Bianchi Antonio')",#VALUE!,Bianchi,Antonio,,"Bianchi, Antonio"
Bibalo,1922,2008,Italy,Male,Bibalo,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Bibalo', 1922, 2008, 'Italy', 'Male', 'Bibalo')",#VALUE!,Bibalo,,,"Bibalo, "
Bikkembergs,1963,,Belgium,Male,Bikkembergs,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Bikkembergs', 1963, 'Belgium', 'Male', 'Bikkembergs')",#VALUE!,Bikkembergs,,,"Bikkembergs, "
Bilegjargal,1954,2008,Mongolia,Male,Bilegjargal,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Bilegjargal', 1954, 2008, 'Mongolia', 'Male', 'Bilegjargal')",#VALUE!,Bilegjargal,,,"Bilegjargal, "
Binder,1816,1860,Austria,Male,Binder Abraham Wolfe,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Binder', 1816, 1860, 'Austria', 'Male', 'Binder Abraham Wolfe')",#VALUE!,Binder,Abraham,Wolfe,"Binder, Abraham Wolfe"
Biriotti Leon,1929,,Uruguay,Male,Biriotti Leon,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Biriotti Leon', 1929, 'Uruguay', 'Male', 'Biriotti Leon')",#VALUE!,Biriotti,Leon,,"Biriotti, Leon"
Birtwistle,1934,,United Kingdom,Male,Birtwistle0,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Birtwistle', 1934, 'United Kingdom', 'Male', 'Birtwistle0')",#VALUE!,Birtwistle0,,,"Birtwistle0, "
Bizet,1838,1875,France,Male,Bizet ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Bizet', 1838, 1875, 'France', 'Male', 'Bizet ')",#VALUE!,Bizet,,,"Bizet, "
Bjarnason,1979,,Iceland,Male,Bjarnason,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Bjarnason', 1979, 'Iceland', 'Male', 'Bjarnason')",#VALUE!,Bjarnason,,,"Bjarnason, "
Bjelinski,1909,1992,Croatia,Male,Bjelinski Bruno,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Bjelinski', 1909, 1992, 'Croatia', 'Male', 'Bjelinski Bruno')",#VALUE!,Bjelinski,Bruno,,"Bjelinski, Bruno"
Bjork,1965,,Iceland,Female,Bjork,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Bjork', 1965, 'Iceland', 'Female', 'Bjork')",#VALUE!,Bjork,,,"Bjork, "
Blacher,1903,1975,Germany,Male,Blacher Boris,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Blacher', 1903, 1975, 'Germany', 'Male', 'Blacher Boris')",#VALUE!,Blacher,Boris,,"Blacher, Boris"
Blake,1936,,United Kingdom,Male,Blake David ,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Blake', 1936, 'United Kingdom', 'Male', 'Blake David ')",#VALUE!,Blake,David,,"Blake, David"
Blanchard,1962,,United States of America,Male,Blanchard Henri-Louis,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Blanchard', 1962, 'United States of America', 'Male', 'Blanchard Henri-Louis')",#VALUE!,Blanchard,Henri-Louis,,"Blanchard, Henri-Louis"
Blecharz,1981,,Poland,Male,Blecharz,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Blecharz', 1981, 'Poland', 'Male', 'Blecharz')",#VALUE!,Blecharz,,,"Blecharz, "
Blitzstein,1905,1964,United States of America,Male,Blitzstein Marc,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Blitzstein', 1905, 1964, 'United States of America', 'Male', 'Blitzstein Marc')",#VALUE!,Blitzstein,Marc,,"Blitzstein, Marc"
Bloch,1880,1959,Switzerland,Male,Bloch André,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Bloch', 1880, 1959, 'Switzerland', 'Male', 'Bloch André')",#VALUE!,Bloch,André,,"Bloch, André"
Blodek,1834,1874,Czech Republic,Male,Blodek Vilém ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Blodek', 1834, 1874, 'Czech Republic', 'Male', 'Blodek Vilém ')",#VALUE!,Blodek,Vilém,,"Blodek, Vilém"
Blomdahl,1916,1968,Sweden,Male,Blomdahl Karl-Birger,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Blomdahl', 1916, 1968, 'Sweden', 'Male', 'Blomdahl Karl-Birger')",#VALUE!,Blomdahl,Karl-Birger,,"Blomdahl, Karl-Birger"
Blow,1649,1708,United Kingdom,Male,Blow John,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Blow', 1649, 1708, 'United Kingdom', 'Male', 'Blow John')",#VALUE!,Blow,John,,"Blow, John"
Boccadoro,1963,,Italy,Male,Boccadoro,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Boccadoro', 1963, 'Italy', 'Male', 'Boccadoro')",#VALUE!,Boccadoro,,,"Boccadoro, "
Boccherini,1743,1805,Italy,Male,Boccherini ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Boccherini', 1743, 1805, 'Italy', 'Male', 'Boccherini ')",#VALUE!,Boccherini,,,"Boccherini, "
Bocharov Vladimir,,,Russian Federation,Male,Bocharov Vladimir,"insert into composers (name, place_of_birth, gender, other_names) values ('Bocharov Vladimir', 'Russian Federation', 'Male', 'Bocharov Vladimir')",#VALUE!,Bocharov,Vladimir,,"Bocharov, Vladimir"
Bodorova,1954,,Czech Republic,Female,Bodorova,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Bodorova', 1954, 'Czech Republic', 'Female', 'Bodorova')",#VALUE!,Bodorova,,,"Bodorova, "
Boesmans,1936,,Belgium,Male,Boesmans Philippe,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Boesmans', 1936, 'Belgium', 'Male', 'Boesmans Philippe')",#VALUE!,Boesmans,Philippe,,"Boesmans, Philippe"
Bohmler,1956,,United States of America,Male,Bohmler,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Bohmler', 1956, 'United States of America', 'Male', 'Bohmler')",#VALUE!,Bohmler,,,"Bohmler, "
Boieldieu,1775,1834,France,Male,Boieldieu ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Boieldieu', 1775, 1834, 'France', 'Male', 'Boieldieu ')",#VALUE!,Boieldieu,,,"Boieldieu, "
Boismortier,1689,1755,France,Male,Boismortier Joseph Bodin de,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Boismortier', 1689, 1755, 'France', 'Male', 'Boismortier Joseph Bodin de')",#VALUE!,Boismortier,Joseph Bodin de,,"Boismortier, Joseph Bodin de"
Boito,1842,1918,Italy,Male,Boito,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Boito', 1842, 1918, 'Italy', 'Male', 'Boito')",#VALUE!,Boito,,,"Boito, "
Bolcom,1938,,United States of America,Male,Bolcom William ,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Bolcom', 1938, 'United States of America', 'Male', 'Bolcom William ')",#VALUE!,Bolcom,William,,"Bolcom, William"
Bollon,1965,,France,Male,Bollon,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Bollon', 1965, 'France', 'Male', 'Bollon')",#VALUE!,Bollon,,,"Bollon, "
Bond,1945,,United States of America,Female,Bond Victoria,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Bond', 1945, 'United States of America', 'Female', 'Bond Victoria')",#VALUE!,Bond,Victoria,,"Bond, Victoria"
Boquiren,1970,,Philippines,Male,Boquiren,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Boquiren', 1970, 'Philippines', 'Male', 'Boquiren')",#VALUE!,Boquiren,,,"Boquiren, "
Borodin,1833,1887,Russian Federation,Male,Borodin Alexander Porfir'yevich,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Borodin', 1833, 1887, 'Russian Federation', 'Male', 'Borodin Alexander Porfir'yevich')",#VALUE!,Borodin,Alexander,Porfir'yevich,"Borodin, Alexander Porfir'yevich"
Bortnyansky,1751,1825,Russian Federation,Male,Bortnyansky Dmitry ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Bortnyansky', 1751, 1825, 'Russian Federation', 'Male', 'Bortnyansky Dmitry ')",#VALUE!,Bortnyansky,Dmitry,,"Bortnyansky, Dmitry"
Bortz,1943,,Sweden,Male,Bortz,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Bortz', 1943, 'Sweden', 'Male', 'Bortz')",#VALUE!,Bortz,,,"Bortz, "
BoulangerL,1893,1918,France,Female,BoulangerL,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('BoulangerL', 1893, 1918, 'France', 'Female', 'BoulangerL')",#VALUE!,BoulangerL,,,"BoulangerL, "
Boulez Pierre,1925,,France,Male,Boulez Pierre,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Boulez Pierre', 1925, 'France', 'Male', 'Boulez Pierre')",#VALUE!,Boulez,Pierre,,"Boulez, Pierre"
Bozic,,,Serbia,Male,Bozic Darijan,"insert into composers (name, place_of_birth, gender, other_names) values ('Bozic', 'Serbia', 'Male', 'Bozic Darijan')",#VALUE!,Darijan,Bozic,,"Darijan, Bozic"
Benedikt Brachtel,1985,,Germany,Male,Benedikt Brachtel,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Benedikt Brachtel', 1985, 'Germany', 'Male', 'Benedikt Brachtel')",#VALUE!,Brachtel,Benedikt,,"Brachtel, Benedikt"
Braga,1868,1945,Brazil,Male,Braga ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Braga', 1868, 1945, 'Brazil', 'Male', 'Braga ')",#VALUE!,Braga,,,"Braga, "
Brahms,1833,1897,Germany,Male,Brahms,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Brahms', 1833, 1897, 'Germany', 'Male', 'Brahms')",#VALUE!,Brahms,,,"Brahms, "
Brambock,1959,,Austria,Male,Brambock,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Brambock', 1959, 'Austria', 'Male', 'Brambock')",#VALUE!,Brambock,,,"Brambock, "
Brand,1896,1980,Austria,Male,Brand Max,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Brand', 1896, 1980, 'Austria', 'Male', 'Brand Max')",#VALUE!,Brand,Max,,"Brand, Max"
Braunfels,1882,1954,Germany,Male,Braunfels Walter,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Braunfels', 1882, 1954, 'Germany', 'Male', 'Braunfels Walter')",#VALUE!,Braunfels,Walter,,"Braunfels, Walter"
Bray,1982,,United Kingdom,Female,Bray,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Bray', 1982, 'United Kingdom', 'Female', 'Bray')",#VALUE!,Bray,,,"Bray, "
Bredemeyer,1929,1995,Germany,Male,Bredemeyer Reiner,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Bredemeyer', 1929, 1995, 'Germany', 'Male', 'Bredemeyer Reiner')",#VALUE!,Bredemeyer,Reiner,,"Bredemeyer, Reiner"
Bredenbach,1959,,Germany,Male,Bredenbach,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Bredenbach', 1959, 'Germany', 'Male', 'Bredenbach')",#VALUE!,Bredenbach,,,"Bredenbach, "
Breton,1850,1923,Spain,Male,Breton,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Breton', 1850, 1923, 'Spain', 'Male', 'Breton')",#VALUE!,Breton,,,"Breton, "
Brezina,1965,,Czech Republic,Male,Brezina,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Brezina', 1965, 'Czech Republic', 'Male', 'Brezina')",#VALUE!,Brezina,,,"Brezina, "
Britten,1913,1976,United Kingdom,Male,Britten ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Britten', 1913, 1976, 'United Kingdom', 'Male', 'Britten ')",#VALUE!,Britten,,,"Britten, "
Brizzi,1960,,Italy,Male,Brizzi,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Brizzi', 1960, 'Italy', 'Male', 'Brizzi')",#VALUE!,Brizzi,,,"Brizzi, "
Brkanovic,1906,1987,Croatia,Male,Brkanovic Ivan,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Brkanovic', 1906, 1987, 'Croatia', 'Male', 'Brkanovic Ivan')",#VALUE!,Brkanovic,Ivan,,"Brkanovic, Ivan"
Brochocka,1982,,Poland,Female,Brochocka,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Brochocka', 1982, 'Poland', 'Female', 'Brochocka')",#VALUE!,Brochocka,,,"Brochocka, "
Broder,1961,,Germany,Male,Broder,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Broder', 1961, 'Germany', 'Male', 'Broder')",#VALUE!,Broder,,,"Broder, "
Bronner,1952,,Russian Federation,Male,Bronner Georg ,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Bronner', 1952, 'Russian Federation', 'Male', 'Bronner Georg ')",#VALUE!,Bronner,Georg,,"Bronner, Georg"
Brooke Elspeth,1981,,United Kingdom,Female,Brooke Elspeth,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Brooke Elspeth', 1981, 'United Kingdom', 'Female', 'Brooke Elspeth')",#VALUE!,Brooke,Elspeth,,"Brooke, Elspeth"
Broske,1973,,Norway,Male,Broske,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Broske', 1973, 'Norway', 'Male', 'Broske')",#VALUE!,Broske,,,"Broske, "
BruceD,1970,,United Kingdom,Male,BruceD,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('BruceD', 1970, 'United Kingdom', 'Male', 'BruceD')",#VALUE!,BruceD,,,"BruceD, "
Brusilovsky,1905,1981,Russian Federation,Male,Brusilovsky Evgeny Grigor'yevich,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Brusilovsky', 1905, 1981, 'Russian Federation', 'Male', 'Brusilovsky Evgeny Grigor'yevich')",#VALUE!,Brusilovsky,Evgeny,Grigor'yevich,"Brusilovsky, Evgeny Grigor'yevich"
Bruun,1968,,Denmark,Male,Bruun,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Bruun', 1968, 'Denmark', 'Male', 'Bruun')",#VALUE!,Bruun,,,"Bruun, "
Bruzaite,1966,,Lithuania,Female,Bruzaite,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Bruzaite', 1966, 'Lithuania', 'Female', 'Bruzaite')",#VALUE!,Bruzaite,,,"Bruzaite, "
Bryars,1943,,United Kingdom,Male,Bryars Gavin,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Bryars', 1943, 'United Kingdom', 'Male', 'Bryars Gavin')",#VALUE!,Bryars,Gavin,,"Bryars, Gavin"
Burry,1972,,Canada,Male,Burry,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Burry', 1972, 'Canada', 'Male', 'Burry')",#VALUE!,Burry,,,"Burry, "
Busoni,1866,1924,Italy,Male,Busoni Ferruccio ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Busoni', 1866, 1924, 'Italy', 'Male', 'Busoni Ferruccio ')",#VALUE!,Busoni,Ferruccio,,"Busoni, Ferruccio"
CacciniF,1587,1641,Italy,Female,CacciniF,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('CacciniF', 1587, 1641, 'Italy', 'Female', 'CacciniF')",#VALUE!,CacciniF,,,"CacciniF, "
CacciniG,1551,1618,Italy,Male,CacciniG,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('CacciniG', 1551, 1618, 'Italy', 'Male', 'CacciniG')",#VALUE!,CacciniG,,,"CacciniG, "
Cage,1912,1992,United States of America,Male,Cage,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Cage', 1912, 1992, 'United States of America', 'Male', 'Cage')",#VALUE!,Cage,,,"Cage, "
Cagnoni,1828,1896,Italy,Male,Cagnoni Antonio,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Cagnoni', 1828, 1896, 'Italy', 'Male', 'Cagnoni Antonio')",#VALUE!,Cagnoni,Antonio,,"Cagnoni, Antonio"
Caldara,1670,1736,Italy,Male,Caldara Antonio,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Caldara', 1670, 1736, 'Italy', 'Male', 'Caldara Antonio')",#VALUE!,Caldara,Antonio,,"Caldara, Antonio"
Campo,1968,,France,Male,Campo,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Campo', 1968, 'France', 'Male', 'Campo')",#VALUE!,Campo,,,"Campo, "
Campra,1660,1744,France,Male,Campra André,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Campra', 1660, 1744, 'France', 'Male', 'Campra André')",#VALUE!,Campra,André,,"Campra, André"
Carlone,1970,,Italy,Male,Carlone,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Carlone', 1970, 'Italy', 'Male', 'Carlone')",#VALUE!,Carlone,,,"Carlone, "
Carrara,1977,,Italy,Male,Carrara,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Carrara', 1977, 'Italy', 'Male', 'Carrara')",#VALUE!,Carrara,,,"Carrara, "
